date,symbol,industry,open,high,low,close,volume
2025-04-08,CARTRADE,Consumer Services,1502.35,1545.0,1450.3,1524.4,406151
2025-04-08,CASTROLIND,Oil Gas & Consumable Fuels,202.66,203.84,191.77,193.52,7747778
2025-04-08,CCL,Fast Moving Consumer Goods,560.4,574.75,557.1,566.6,156076
2025-04-08,CDSL,Financial Services,1190.0,1206.4,1160.05,1171.95,3902247
2025-04-08,CEATLTD,Automobile and Auto Components,2710.0,2735.0,2671.95,2692.45,53029
2025-04-08,CEMPRO,Construction,559.0,569.95,526.2,560.8,1113322
2025-04-08,CENTRALBK,Financial Services,35.3,35.88,34.29,35.1,12775574
2025-04-08,CESC,Power,153.69,153.69,149.82,150.41,2196079
2025-04-08,CGCL,Financial Services,160.0,163.0,154.7,158.63,5827138
2025-04-08,CGPOWER,Capital Goods,556.0,562.5,538.2,549.4,2806157
2025-04-08,CHAMBLFERT,Chemicals,626.7,636.0,613.3,631.65,1765120
2025-04-08,CHENNPETRO,Oil Gas & Consumable Fuels,606.0,616.6,594.15,610.0,1398964
2025-04-08,CHOICEIN,Financial Services,503.45,507.6,494.5,503.15,455660
2025-04-08,CHOLAFIN,Financial Services,1414.0,1470.0,1412.05,1463.3,2682517
2025-04-08,CIPLA,Healthcare,1394.8,1437.6,1382.65,1432.55,1324180
2025-04-08,CLEAN,Chemicals,1174.0,1185.45,1160.0,1171.35,44550
2025-04-08,COALINDIA,Oil Gas & Consumable Fuels,385.0,385.5,376.65,382.85,3577328
2025-04-08,COCHINSHIP,Capital Goods,1388.95,1389.0,1343.0,1379.05,982627
2025-04-08,COFORGE,Information Technology,1299.6,1338.01,1274.04,1294.52,816582
2025-04-08,COHANCE,Healthcare,1101.9,1107.0,1063.1,1081.7,211538
2025-04-08,COLPAL,Fast Moving Consumer Goods,2404.85,2450.0,2400.0,2439.9,319178
2025-04-08,CONCOR,Services,531.84,540.24,525.64,538.24,814678
2025-04-08,CONCORDBIO,Healthcare,1605.8,1624.95,1585.0,1596.55,28028
2025-04-08,COROMANDEL,Chemicals,2015.0,2118.0,1976.3,2063.45,1154951
2025-04-08,CRAFTSMAN,Automobile and Auto Components,4487.0,4574.95,4366.5,4398.5,74146
2025-04-08,CREDITACC,Financial Services,995.0,1000.0,962.5,996.55,669023
2025-04-08,CRISIL,Financial Services,4160.15,4357.95,4129.6,4333.65,66336
2025-04-08,CROMPTON,Consumer Durables,345.6,345.6,331.1,332.65,2086692
2025-04-08,CUB,Financial Services,164.98,167.18,156.59,161.89,1899147
2025-04-08,CUMMINSIND,Capital Goods,2833.2,2833.2,2738.05,2746.0,668259
2025-04-08,CYIENT,Information Technology,1160.0,1182.6,1140.5,1153.3,654562
2025-04-08,DABUR,Fast Moving Consumer Goods,454.9,464.05,453.0,459.0,1640063
2025-04-08,DATAPATTNS,Capital Goods,1665.0,1708.3,1634.55,1662.8,388675
2025-04-08,DCMSHRIRAM,Diversified,1030.95,1042.1,1013.55,1034.65,63617
2025-04-08,DEEPAKFERT,Chemicals,1116.15,1154.85,1099.05,1111.3,370665
2025-04-08,DEEPAKNTR,Chemicals,1865.0,1874.95,1811.55,1828.2,193922
2025-04-08,DELHIVERY,Services,275.0,276.25,247.15,248.9,24061856
2025-04-08,DEVYANI,Consumer Services,145.05,147.8,143.41,146.7,1788281
2025-04-08,DIVISLAB,Healthcare,5347.1,5475.0,5303.0,5387.3,369634
2025-04-08,DIXON,Consumer Durables,13000.0,13239.95,12751.0,12991.8,356876
2025-04-08,DLF,Realty,621.05,632.9,611.25,621.55,3688073
2025-04-08,DMART,Consumer Services,4079.0,4100.0,4020.0,4053.85,552578
2025-04-08,DOMS,Fast Moving Consumer Goods,2695.0,2718.05,2620.1,2635.4,121907
2025-04-08,DRREDDY,Healthcare,1100.0,1113.65,1088.7,1107.95,1577632
2025-04-08,ECLERX,Services,1255.55,1287.5,1221.5,1251.08,49798
2025-04-08,EICHERMOT,Automobile and Auto Components,5165.55,5269.0,5109.8,5231.35,355195
2025-04-08,EIDPARRY,Fast Moving Consumer Goods,738.0,770.45,738.0,761.35,198395
2025-04-08,EIHOTEL,Consumer Services,366.0,366.0,353.1,359.9,228556
2025-04-08,ELECON,Capital Goods,423.0,431.8,415.7,418.4,374217
2025-04-08,ELGIEQUIP,Capital Goods,430.1,440.0,412.3,417.95,601220
2025-04-08,EMAMILTD,Fast Moving Consumer Goods,590.0,594.85,572.3,582.15,748598
2025-04-08,EMCURE,Healthcare,969.9,986.95,930.0,942.85,137297
2025-04-08,ENDURANCE,Automobile and Auto Components,1815.45,1862.2,1810.0,1818.9,22368
2025-04-08,ENGINERSIN,Construction,161.0,165.25,158.01,164.05,2590119
2025-04-08,ERIS,Healthcare,1283.35,1350.0,1256.25,1320.75,69569
2025-04-08,ESCORTS,Capital Goods,3069.95,3110.0,3030.4,3075.35,69287
2025-04-08,ETERNAL,Consumer Services,213.19,219.19,210.81,215.19,62002510
2025-04-08,EXIDEIND,Automobile and Auto Components,357.0,368.0,354.0,357.65,1783625
2025-04-08,FACT,Chemicals,604.65,617.95,593.75,612.65,266681
2025-04-08,FEDERALBNK,Financial Services,193.94,194.64,189.7,190.53,8769895
2025-04-08,FINCABLES,Capital Goods,862.0,887.4,861.5,871.3,243532
2025-04-08,FIRSTCRY,Consumer Services,336.65,336.65,321.55,324.75,996961
2025-04-08,FIVESTAR,Financial Services,682.3,732.85,679.1,713.25,6193592
2025-04-08,FLUOROCHEM,Chemicals,3699.95,3774.0,3638.1,3708.9,63250
2025-04-08,FORTIS,Healthcare,644.45,661.9,641.0,648.85,2244532
2025-04-08,FSL,Services,315.0,324.75,305.85,320.05,2573197
2025-04-08,GABRIEL,Automobile and Auto Components,530.0,546.85,522.25,527.25,209919
2025-04-08,GAIL,Oil Gas & Consumable Fuels,174.42,177.43,169.69,172.57,11262619
2025-04-08,GALLANTT,Capital Goods,410.0,414.4,397.6,399.55,116582
2025-04-08,GESHIP,Services,885.95,894.2,861.0,864.6,288716
2025-04-08,GICRE,Financial Services,395.65,402.0,386.75,398.85,380401
2025-04-08,GILLETTE,Fast Moving Consumer Goods,7820.0,8050.65,7750.6,7943.55,15949
2025-04-08,GLAND,Healthcare,1441.95,1460.7,1420.0,1425.5,211217
2025-04-08,GLAXO,Healthcare,2640.0,2745.45,2602.05,2728.4,133036
2025-04-08,GLENMARK,Healthcare,1450.0,1476.85,1426.0,1440.8,401250
2025-04-08,GMDCLTD,Metals & Mining,270.0,272.55,261.45,267.35,448745
2025-04-08,GMRAIRPORT,Services,83.92,85.85,81.87,85.38,23365934
2025-04-08,GODFRYPHLP,Fast Moving Consumer Goods,2150.12,2220.9,2149.65,2220.9,74387
2025-04-08,GODIGIT,Financial Services,280.0,284.9,271.25,281.15,934544
2025-04-08,GODREJCP,Fast Moving Consumer Goods,1178.5,1204.5,1173.1,1197.25,2006049
2025-04-08,GODREJIND,Diversified,1079.9,1100.0,1050.55,1085.7,93789
2025-04-08,GODREJPROP,Realty,1985.0,2052.95,1941.25,1974.55,1474704
2025-04-08,GPIL,Capital Goods,184.9,191.0,181.0,189.36,2755517
2025-04-08,GRANULES,Healthcare,447.0,452.0,428.05,444.35,1336952
2025-04-08,GRAPHITE,Capital Goods,462.0,469.65,455.15,462.15,337323
2025-04-08,GRASIM,Construction Materials,2550.0,2600.0,2534.15,2590.05,1296141
2025-04-08,GRAVITA,Metals & Mining,1668.9,1674.95,1611.15,1625.3,143324
2025-04-08,GRSE,Capital Goods,1575.9,1599.0,1529.0,1565.8,980915
2025-04-08,GSPL,Oil Gas & Consumable Fuels,289.0,292.75,286.45,291.45,328121
2025-04-08,GVT&D,Capital Goods,1312.0,1329.65,1279.3,1304.35,1064151
2025-04-08,HAL,Capital Goods,4106.6,4136.4,4000.0,4041.95,2071394
2025-04-08,HAVELLS,Consumer Durables,1456.1,1474.45,1447.5,1463.15,1232475
2025-04-08,HBLENGINE,Capital Goods,500.95,506.25,482.6,488.15,2279580
2025-04-08,HCLTECH,Information Technology,1380.0,1424.25,1372.0,1403.35,3938359
2025-04-08,HDFCAMC,Financial Services,1890.03,1940.23,1887.75,1918.18,646021
2025-04-08,HDFCBANK,Financial Services,882.5,891.0,875.15,884.58,17781936
2025-04-08,HDFCLIFE,Financial Services,674.5,689.75,668.3,685.75,3279965
2025-04-08,HEG,Capital Goods,469.95,474.4,454.05,457.15,737503
2025-04-08,HEROMOTOCO,Automobile and Auto Components,3600.0,3622.9,3510.25,3574.15,450859
2025-04-08,HEXT,Information Technology,670.95,680.05,660.15,668.0,2018750
2025-04-08,HFCL,Telecommunication,76.51,77.17,74.71,75.96,8467955
2025-04-08,HINDALCO,Metals & Mining,575.0,584.35,555.95,568.35,8831753
2025-04-08,HINDCOPPER,Metals & Mining,193.88,196.76,189.4,192.54,4481066
2025-04-08,HINDPETRO,Oil Gas & Consumable Fuels,360.1,371.7,353.0,369.15,10576907
2025-04-08,HINDUNILVR,Fast Moving Consumer Goods,2268.3,2306.2,2252.35,2289.25,2774874
2025-04-08,HINDZINC,Metals & Mining,418.95,419.9,403.35,412.05,1514564
2025-04-08,HOMEFIRST,Financial Services,1008.95,1049.0,975.0,987.9,478740
2025-04-08,HONASA,Fast Moving Consumer Goods,226.0,228.22,222.94,224.87,160782
2025-04-08,HONAUT,Capital Goods,32900.0,33719.9,32900.0,33561.3,3686
2025-04-08,HSCL,Chemicals,422.35,431.95,412.1,412.95,596926
2025-04-08,HUDCO,Financial Services,200.69,207.8,198.38,207.01,11314642
2025-04-08,HYUNDAI,Automobile and Auto Components,1592.0,1605.7,1581.1,1592.15,374427
2025-04-08,ICICIBANK,Financial Services,1299.85,1310.05,1287.35,1299.9,13085762
2025-04-08,ICICIGI,Financial Services,1750.8,1786.45,1742.85,1776.85,382513
2025-04-08,ICICIPRULI,Financial Services,542.9,560.95,542.3,557.0,1930327
2025-04-08,IDBI,Financial Services,76.16,77.6,74.77,76.97,7305497
2025-04-08,IDEA,Telecommunication,7.51,7.6,7.14,7.17,625885253
2025-04-08,IDFCFIRSTB,Financial Services,57.65,58.37,56.56,57.9,36894087
2025-04-08,IEX,Financial Services,175.2,179.5,174.2,176.9,3039914
2025-04-08,IFCI,Financial Services,42.33,43.79,40.64,41.37,7627583
2025-04-08,IGIL,Services,364.9,374.25,345.1,345.1,1935798
2025-04-08,IGL,Oil Gas & Consumable Fuels,192.0,193.67,178.36,180.16,9213181
2025-04-08,IIFL,Financial Services,332.0,337.65,324.65,333.55,966394
2025-04-08,IKS,Information Technology,1397.0,1397.0,1336.85,1357.55,126435
2025-04-08,INDGN,Healthcare,548.95,551.95,537.05,550.6,196140
2025-04-08,INDHOTEL,Consumer Services,765.0,779.0,761.8,773.6,4622541
2025-04-08,INDIACEM,Construction Materials,278.0,278.75,272.0,273.3,187362
2025-04-08,INDIAMART,Consumer Services,1988.0,2018.5,1941.05,1985.75,123042
2025-04-08,INDIANB,Financial Services,538.0,551.7,537.95,547.05,1295542
2025-04-08,INDIGO,Services,5108.0,5201.0,5026.3,5157.05,1232399
2025-04-08,INDUSINDBK,Financial Services,684.9,695.9,673.0,679.65,5639989
2025-04-08,INDUSTOWER,Telecommunication,363.95,372.0,359.5,370.65,10437414
2025-04-08,INFY,Information Technology,1431.0,1456.5,1415.0,1428.8,12805001
2025-04-08,INOXWIND,Capital Goods,145.37,147.63,140.61,143.25,5799182
2025-04-08,INTELLECT,Information Technology,635.1,655.0,628.75,633.95,296148
2025-04-08,IOB,Financial Services,35.9,36.17,35.1,35.83,6497879
2025-04-08,IOC,Oil Gas & Consumable Fuels,129.48,131.72,128.2,130.98,12634136
2025-04-08,IPCALAB,Healthcare,1326.0,1367.55,1306.05,1359.55,444011
2025-04-08,IRB,Construction,22.5,22.92,21.77,22.86,24480429
2025-04-08,IRCON,Construction,148.73,150.8,145.82,148.72,3351572
2025-04-08,IRCTC,Consumer Services,715.95,720.0,704.4,713.95,704550
2025-04-08,IREDA,Financial Services,157.0,157.0,152.06,153.85,11480673
2025-04-08,IRFC,Financial Services,126.5,126.69,123.2,124.41,12601581
2025-04-08,ITC,Fast Moving Consumer Goods,411.9,415.8,407.25,412.55,18600796
2025-04-08,ITCHOTELS,Consumer Services,200.85,202.0,192.31,192.73,10617094
2025-04-08,ITI,Telecommunication,234.5,244.0,234.5,242.31,91399
2025-04-08,J&KBANK,Financial Services,94.54,94.66,90.31,93.47,5380010
2025-04-08,JBCHEPHARM,Healthcare,1515.05,1558.1,1504.5,1522.55,208661
2025-04-08,JBMA,Automobile and Auto Components,600.0,614.4,589.0,599.35,267100
2025-04-08,JINDALSAW,Capital Goods,240.0,247.35,233.45,245.25,1484539
2025-04-08,JINDALSTEL,Metals & Mining,818.6,822.75,777.7,801.85,2090766
2025-04-08,JIOFIN,Financial Services,217.0,225.5,216.62,224.81,25131280
2025-04-08,JKCEMENT,Construction Materials,4801.0,4940.0,4777.2,4886.15,165845
2025-04-08,JKTYRE,Automobile and Auto Components,268.05,273.55,266.0,272.7,279593
2025-04-08,JMFINANCIL,Financial Services,96.62,96.62,89.5,92.14,3819028
2025-04-08,JPPOWER,Power,14.4,14.75,14.26,14.6,29730876
2025-04-08,JSL,Metals & Mining,539.0,539.0,507.45,523.35,1376588
2025-04-08,JSWENERGY,Power,502.05,503.55,486.4,490.25,1859126
2025-04-08,JSWINFRA,Services,299.9,299.9,282.05,284.35,2044746
2025-04-08,JSWSTEEL,Metals & Mining,949.35,970.45,933.8,954.6,1717533
2025-04-08,JUBLFOOD,Consumer Services,688.0,689.7,675.6,681.95,2425456
2025-04-08,JUBLINGREA,Chemicals,632.15,632.15,609.6,614.7,181507
2025-04-08,JUBLPHARMA,Healthcare,898.95,904.4,876.45,880.8,98455
2025-04-08,JWL,Capital Goods,380.0,381.4,368.5,373.85,2472969
2025-04-08,JYOTICNC,Capital Goods,999.9,1027.75,976.1,984.6,494837
2025-04-08,KAJARIACER,Consumer Durables,785.1,799.5,784.6,788.4,523752
2025-04-08,KALYANKJIL,Consumer Durables,500.0,505.0,483.6,492.3,7793425
2025-04-08,KARURVYSYA,Financial Services,174.0,178.16,171.75,175.62,2726142
2025-04-08,KAYNES,Capital Goods,4660.4,4872.85,4586.2,4836.2,871475
2025-04-08,KEC,Construction,686.0,686.0,662.65,664.6,842867
2025-04-08,KEI,Capital Goods,2580.0,2618.9,2537.35,2589.85,574236
2025-04-08,KFINTECH,Financial Services,1019.0,1068.9,1008.0,1028.0,1522076
2025-04-08,KIMS,Healthcare,572.95,588.0,571.2,584.25,441173
2025-04-08,KIRLOSENG,Capital Goods,714.05,733.45,705.0,714.1,248883
2025-04-08,KOTAKBANK,Financial Services,412.49,415.98,407.6,411.03,4094339
2025-04-08,KPIL,Construction,886.15,898.0,868.0,876.85,160011
2025-04-08,KPITTECH,Information Technology,1090.0,1126.6,1061.1,1113.2,2319254
2025-04-08,KPRMILL,Textiles,920.0,949.05,912.05,926.65,399110
2025-04-08,LALPATHLAB,Healthcare,1262.33,1272.73,1226.88,1267.98,59234
2025-04-08,LATENTVIEW,Information Technology,357.0,363.2,352.25,359.35,285352
2025-04-08,LAURUSLABS,Healthcare,579.0,595.0,563.45,579.25,1673248
2025-04-08,LEMONTREE,Consumer Services,136.0,140.4,134.79,138.64,3280346
2025-04-08,LICHSGFIN,Financial Services,555.7,576.8,555.35,565.85,4244758
2025-04-08,LICI,Financial Services,783.0,786.0,771.1,784.8,594843
2025-04-08,LINDEINDIA,Chemicals,6104.4,6124.0,5800.0,5922.8,32700
2025-04-08,LLOYDSME,Metals & Mining,1151.0,1198.1,1144.65,1194.95,533399
2025-04-08,LODHA,Realty,1120.0,1149.8,1111.0,1132.7,1767581
2025-04-08,LT,Construction,3124.95,3193.9,3092.7,3161.1,2877816
2025-04-08,LTFOODS,Fast Moving Consumer Goods,342.8,352.8,340.1,341.0,309490
2025-04-08,LTM,Information Technology,4170.45,4237.45,4062.8,4175.85,390791
2025-04-08,LTTS,Information Technology,4175.0,4206.6,4061.0,4102.15,119357
2025-04-08,LUPIN,Healthcare,1931.1,1991.4,1925.35,1982.65,796915
2025-04-08,M&M,Automobile and Auto Components,2510.0,2550.0,2454.0,2523.65,4253527
2025-04-08,M&MFIN,Financial Services,250.84,254.62,248.67,251.6,1139313
2025-04-08,MAHABANK,Financial Services,45.0,45.78,44.14,45.18,15674965
2025-04-08,MANAPPURAM,Financial Services,227.0,230.0,225.15,229.06,4906218
2025-04-08,MANKIND,Healthcare,2408.85,2453.05,2335.2,2347.5,527892
2025-04-08,MAPMYINDIA,Information Technology,1705.55,1779.85,1688.35,1752.3,94638
2025-04-08,MARICO,Fast Moving Consumer Goods,668.0,680.0,660.95,678.1,3307994
2025-04-08,MARUTI,Automobile and Auto Components,11530.0,11550.35,11290.05,11458.9,629968
2025-04-08,MAXHEALTH,Healthcare,1116.2,1116.2,1067.25,1073.45,3121751
2025-04-08,MAZDOCK,Capital Goods,2410.0,2447.55,2342.0,2358.7,3423754
2025-04-08,MCX,Financial Services,1022.09,1055.82,1022.09,1039.88,697493
2025-04-08,MEDANTA,Healthcare,1224.0,1260.0,1217.35,1238.1,232914
2025-04-08,MFSL,Financial Services,1129.4,1143.3,1121.05,1132.35,1766425
2025-04-08,MGL,Oil Gas & Consumable Fuels,1325.05,1358.85,1290.8,1311.7,363894
2025-04-08,MINDACORP,Automobile and Auto Components,485.45,497.1,481.0,483.3,117090
2025-04-08,MMTC,Services,50.8,51.45,49.31,49.89,1750319
2025-04-08,MOTHERSON,Automobile and Auto Components,80.99,80.99,75.33,76.69,25025234
2025-04-08,MOTILALOFS,Financial Services,580.0,590.9,574.0,586.6,979562
2025-04-08,MPHASIS,Information Technology,2155.5,2215.65,2128.75,2168.9,645228
2025-04-08,MRF,Automobile and Auto Components,112000.0,113508.8,111510.1,112592.4,4965
2025-04-08,MRPL,Oil Gas & Consumable Fuels,130.2,135.98,129.6,134.91,3850788
2025-04-08,MSUMI,Automobile and Auto Components,33.53,34.39,33.42,34.31,3417384
2025-04-08,MUTHOOTFIN,Financial Services,2314.05,2323.95,2246.2,2292.65,881984
2025-04-08,NAM-INDIA,Financial Services,548.65,568.7,530.1,555.55,1769629
2025-04-08,NATCOPHARM,Healthcare,788.95,788.95,762.4,770.15,607315
2025-04-08,NATIONALUM,Metals & Mining,150.7,150.86,143.21,146.62,22134409
2025-04-08,NAUKRI,Consumer Services,1291.99,1342.0,1267.6,1328.53,529905
2025-04-08,NAVA,Power,476.6,489.5,449.0,467.6,638768
2025-04-08,NAVINFLUOR,Chemicals,3910.0,3970.2,3725.0,3848.6,298834
2025-04-08,NBCC,Construction,84.5,84.5,79.72,83.07,17372693
2025-04-08,NCC,Construction,201.0,205.8,200.88,205.02,4493016
2025-04-08,NESTLEIND,Fast Moving Consumer Goods,1127.5,1141.48,1115.63,1137.7,873508
2025-04-08,NETWEB,Information Technology,1470.0,1510.95,1452.55,1460.8,134140
2025-04-08,NEULANDLAB,Healthcare,11073.1,11510.0,11000.0,11183.75,31338
2025-04-08,NEWGEN,Information Technology,883.9,923.75,850.2,907.35,749078
2025-04-08,NH,Healthcare,1659.1,1710.0,1648.25,1681.45,625789
2025-04-08,NHPC,Power,84.2,84.64,81.87,83.58,13816605
2025-04-08,NIACL,Financial Services,154.0,157.95,150.65,157.17,556325
2025-04-08,NIVABUPA,Financial Services,72.64,74.97,72.14,73.01,966567
2025-04-08,NLCINDIA,Power,233.99,236.19,227.95,231.26,998276
2025-04-08,NMDC,Metals & Mining,63.0,63.72,60.81,61.57,30791131
2025-04-08,NSLNISP,Metals & Mining,33.95,34.38,33.31,33.87,2933407
2025-04-08,NTPC,Power,356.85,358.25,350.0,352.95,17506712
2025-04-08,NTPCGREEN,Power,97.49,98.21,95.56,96.42,4128765
2025-04-08,NUVAMA,Financial Services,1110.0,1119.98,1068.96,1077.39,58075
2025-04-08,NUVOCO,Construction Materials,307.95,307.95,299.5,304.9,467609
2025-04-08,NYKAA,Consumer Services,174.0,179.37,174.0,176.75,4126389
2025-04-08,OBEROIRLTY,Realty,1505.1,1536.0,1496.15,1528.1,710100
