trade_date,symbol,industry,close,sma_20,sma_50,sma_200,ema_12,ema_26,macd,macd_signal,bollinger_upper,bollinger_middle,bollinger_lower,rsi_14,return_20d,volatility_20d,score,recommendation,return_6m_ex_1m,return_11m_ex_1m,volatility_60d,atr_14_pct,distance_52w_high_pct,trend_score,momentum_score,industry_relative_score,volatility_score,confirmation_score,industry_rank_pct,peer_rank_pct,universe_momentum_rank_pct,risk_adjusted_momentum_rank_pct,updated_at
2026-04-30,EMCURE,Healthcare,1680.1,1616.075,1539.5280000000002,1439.7585,1639.0778097431607,1604.379199408266,34.69861033489474,31.188107318754835,1708.2490887211789,1616.075,1523.9009112788212,59.0038314176245,5.30241303666561,2.3745677602773565,93.97,BUY,21.763795771015992,17.764001710132526,2.4869135490545284,4.429158128342704,-5.025438100621827,30.0,27.07258064516129,18.336734693877556,13.5625,5.0,95.0,88.36734693877551,90.83333333333331,90.41666666666669,2026-04-30 14:35:44
2026-04-30,CRAFTSMAN,Automobile and Auto Components,7688.0,7420.075,7391.21,7058.345,7587.074019286612,7455.576433943516,131.49758534309603,103.40027866078664,8113.630695407105,7420.075,6726.519304592895,62.85057471264368,10.190626343700735,2.331058336189309,93.54,BUY,6.212609295904281,26.521214779081227,2.463246067189001,2.605173182696596,-6.472019464720191,30.0,26.76532258064516,18.30420168067227,13.46875,5.0,90.0,93.04201680672269,90.41666666666669,89.79166666666667,2026-04-30 14:35:44
2026-04-30,CUMMINSIND,Capital Goods,5266.4,5029.605,4825.532,4261.81,5163.523844030629,5007.410484431321,156.11335959930875,142.63726129766843,5495.462635696591,5029.605,4563.747364303408,69.21018835616431,17.028510477544923,1.7496855289733917,93.48,BUY,10.716676228724433,57.28791686476941,2.121339088010364,2.741639721360212,-1.0967548076923128,30.0,28.326612903225804,17.52988505747126,14.625,3.0,85.0,90.29885057471265,97.29166666666669,97.5,2026-04-30 14:35:44
2026-04-30,CCL,Fast Moving Consumer Goods,1135.1,1102.375,1061.8190000000002,957.4154999999998,1108.2396081195095,1091.4033264060506,16.83628171345913,15.758067354750477,1145.5208176298363,1102.375,1059.2291823701637,63.975448536355024,9.018440261237014,2.053558611080025,93.35,BUY,26.56306037059175,31.53186731270967,1.9375048195264692,3.4207181242684728,-4.0571380272166335,30.0,28.44758064516129,15.5,14.40625,5.0,55.00000000000001,100.0,94.58333333333331,96.04166666666669,2026-04-30 14:35:44
2026-04-30,APARINDS,Capital Goods,12331.0,11246.375,10506.53,9072.18,11755.293790885227,11179.934692445167,575.3590984400598,507.5005321664908,12906.8939383854,11246.375,9585.8560616146,70.49803407601573,24.795061228620582,2.50626471516015,93.33,BUY,21.463330852464654,39.17606927315664,3.8314473007422274,4.443504755725987,-4.038910505836579,30.0,28.60967741935484,17.71609195402299,13.999999999999998,3.0,85.0,92.16091954022988,95.41666666666669,93.33333333333331,2026-04-30 14:35:44
2026-04-30,HINDALCO,Metals & Mining,1038.0,1005.4375,951.834,837.6077499999999,1034.1205604913357,999.464102960718,34.656457530617445,31.190864167969355,1108.859786486547,1005.4375,902.015213513453,62.96112899232483,17.361071852563725,1.750867698181304,92.9,BUY,5.12462854023894,31.030312192909506,2.2729875691335333,2.56468483347096,-3.888888888888886,30.0,26.80887096774193,17.03267973856209,14.0625,5.0,100.0,70.32679738562092,91.66666666666666,93.75,2026-04-30 14:35:44
2026-04-30,FEDERALBNK,Financial Services,286.95,286.1875,282.16,244.34005,288.9561320466175,285.1794025783967,3.776729468220765,4.162453882444291,305.0731635963253,286.1875,267.3018364036747,54.17142857142854,10.620663068619908,1.6679611846202431,92.74,BUY,18.425681618293765,33.382862803368,1.8522409758919711,2.685883553630543,-4.98344370860927,30.0,28.01129032258065,17.294623655913977,14.4375,3.0,80.0,92.94623655913978,93.95833333333331,96.25,2026-04-30 14:35:44
2026-04-30,SAILIFE,Healthcare,1069.45,996.1775,987.2229999999998,899.5965000000001,1025.9621929781497,1004.3378654085792,21.62432756957048,12.70643567491513,1077.6369602111622,996.1775,914.7180397888378,68.71542716656427,10.025720164609051,2.05636698591135,92.71,BUY,10.14468465448859,34.047181997416544,2.610612060363777,3.382245880726405,-1.8763189283420576,30.0,27.388709677419357,18.22704081632653,14.093749999999998,3.0,95.0,87.2704081632653,93.54166666666669,93.95833333333331,2026-04-30 14:35:44
2026-04-30,LUPIN,Healthcare,2305.2,2309.355,2299.578,2092.09,2312.862588917547,2308.4239754934333,4.438613424113555,7.620992378579407,2349.88202671968,2309.355,2268.8279732803203,51.93264446995786,-0.3759885906910565,0.958040870695884,92.51,BUY,20.898922949461472,17.48603633069996,1.120357076389198,2.0844178379316363,-3.1835363292734176,30.0,26.89516129032258,18.0484693877551,14.562499999999998,3.0,95.0,85.48469387755102,90.625,97.08333333333331,2026-04-30 14:35:44
2026-04-30,TATASTEEL,Metals & Mining,211.36,207.509,202.6812,180.02900000000002,210.9648836916499,206.7407645457849,4.224119145864961,3.9114473094908697,221.0921333490832,207.509,193.92586665091687,63.77459749552774,10.16366100281456,1.0524225079927343,92.26,BUY,10.765879385462052,18.89729862777676,2.1683700824868444,2.086149562020115,-3.152492668621698,30.0,26.45483870967742,16.901960784313726,13.906250000000002,5.0,100.0,69.01960784313725,88.54166666666666,92.70833333333334,2026-04-30 14:35:44
2026-04-30,GESHIP,Services,1576.8,1432.47,1396.21,1144.49375,1465.0141202759833,1432.0692976381424,32.94482263784084,18.905651734023625,1546.0345997474074,1432.47,1318.9054002525927,71.77381511027687,11.458259701703533,2.51812951312144,91.89,BUY,38.34571763785688,51.856621592616456,2.382181450628781,3.42193955207654,-0.8800603469952262,30.0,29.29435483870968,16.0,14.59375,2.0,60.0,100.0,98.33333333333331,97.29166666666669,2026-04-30 14:35:44
2026-04-30,SYRMA,Capital Goods,958.95,913.0475,841.9810000000001,788.66925,951.7604589212408,905.357760234183,46.40269868705775,45.54827247953341,1063.2738046382472,913.0475,762.8211953617526,71.33295085102316,24.0395809080326,2.479828235543234,91.85,BUY,5.731084835562461,47.47656813266043,2.8935900810032087,4.04795423565954,-7.078488372093017,30.0,27.54193548387097,17.086206896551726,14.218749999999998,3.0,85.0,85.86206896551724,95.0,94.79166666666666,2026-04-30 14:35:44
2026-04-30,ABCAPITAL,Financial Services,345.5,334.87,330.718,318.4675,341.3115586082595,335.4195277251984,5.892030883061068,4.937140820786503,366.6952862061816,334.87,303.0447137938184,58.30174374526157,18.22070145423438,2.817981444761529,91.73,BUY,-0.1306549077249585,37.75625140797479,2.6076374690819533,3.0080628488732675,-6.44462496615218,30.0,26.418548387096774,16.653763440860214,13.65625,5.0,80.0,86.53763440860214,92.29166666666669,91.04166666666669,2026-04-30 14:35:44
2026-04-30,CHENNPETRO,Oil Gas & Consumable Fuels,1128.35,1021.4075,980.516,855.3327499999999,1055.9934113447955,1022.9199079059158,33.073503438879925,22.15660228781196,1127.4986141425245,1021.4075,915.3163858574754,65.7471763683753,16.643407246601537,3.700939281348336,91.59,BUY,24.263611057163192,39.73211035888475,3.531359911762142,5.106065114041363,-2.703285332413563,30.0,28.77338709677419,17.0,10.812499999999998,5.0,70.0,100.0,96.25,92.08333333333331,2026-04-30 14:35:44
2026-04-30,NATIONALUM,Metals & Mining,399.3,422.035,389.823,287.89955000000003,425.3651723061411,414.0735855910996,11.291586715041548,14.010167162056018,452.32147605085055,422.035,391.7485239491495,43.921751280857,3.4188034188034067,2.5746631191948857,91.5,BUY,57.13680643795003,102.13577421815408,2.99195526026421,3.5785839504847754,-10.29989891047961,26.0,29.88387096774193,19.647058823529413,14.96875,1.0,100.0,96.47058823529412,99.58333333333331,99.79166666666669,2026-04-30 14:35:44
2026-04-30,ANANDRATHI,Financial Services,3601.6,3522.0950000000003,3244.1539999999995,2995.937,3566.3711725853573,3451.179391562372,115.1917810229852,129.4669969616604,3855.330851201991,3522.0950000000003,3188.8591487980098,56.77127509188578,18.653225275087305,1.5739194249112043,91.49,BUY,-2.595233506777161,58.15384615384615,1.343906997792652,2.54847052103827,-3.5716198125836707,30.0,26.86532258064516,16.81505376344086,14.8125,3.0,80.0,88.15053763440861,96.45833333333331,98.75,2026-04-30 14:35:44
2026-04-30,GRANULES,Healthcare,699.7,660.6825,615.108,558.6955,680.2491617830154,654.4635186512342,25.785643131781285,22.653835413808675,717.0064995122218,660.6825,604.3585004877782,87.54385964912294,12.782076079948435,1.6012603817992064,91.09,BUY,10.59250730670447,20.06730769230769,1.997703100909308,3.3213213826333736,-4.255610290093037,30.0,26.49596774193548,17.808673469387752,13.78125,3.0,95.0,83.08673469387755,89.16666666666667,91.875,2026-04-30 14:35:44
2026-04-30,AUBANK,Financial Services,1015.95,983.125,958.379,882.50625,1013.555255401179,985.5570261973484,27.99822920383076,25.04448685732972,1105.3093667319351,983.125,860.9406332680649,66.7722521381058,20.558917764328942,2.4317650970551457,90.96,BUY,2.6035915615737704,26.30562312204894,2.4016850222129,2.819669134448408,-5.891343615395295,30.0,26.201612903225808,16.53548387096774,13.21875,5.0,80.0,85.35483870967741,89.58333333333334,88.125,2026-04-30 14:35:44
2026-04-30,BELRISE,Automobile and Auto Components,212.72,207.617,194.7752,164.5964,212.6126920944895,205.64352097129836,6.96917112319116,7.392938330929658,229.8065320033209,207.617,185.42746799667916,61.17145899893504,14.37174041615139,1.8119839196783023,90.96,BUY,24.26364707422437,,2.6238702981590074,3.4804303443829587,,26.0,29.125,18.714285714285715,14.125,3.0,90.0,97.14285714285714,93.33333333333331,94.16666666666669,2026-04-30 14:35:44
2026-04-30,RBLBANK,Financial Services,336.55,318.2025,312.329,295.81145,322.63403636295305,316.7176722605621,5.916364102390901,3.9392099799902223,336.6008544744765,318.2025,299.8041455255235,61.54317207593391,16.15185504745471,2.6219142990570905,90.81,BUY,-6.4250672574774566,44.48734239077312,2.2147757416041864,3.1835643186111136,-2.632720960509172,30.0,25.550806451612903,16.290322580645164,13.96875,5.0,80.0,82.90322580645162,93.125,93.125,2026-04-30 14:35:44
2026-04-30,AUROPHARMA,Healthcare,1389.5,1375.6699999999998,1293.15,1177.4305,1393.3982184323304,1359.9087403190017,33.489478113328914,36.229163703638655,1445.5581843789648,1375.6699999999998,1305.7818156210349,61.41329614132957,6.524072370438505,1.30562575299454,90.57,BUY,21.12442396313365,11.288000677449396,1.8756583894879688,2.285508661903052,-4.796163069544368,30.0,26.068548387096776,17.630102040816325,13.875,3.0,95.0,81.30102040816325,88.33333333333333,92.5,2026-04-30 14:35:44
2026-04-30,NAVINFLUOR,Chemicals,6821.0,6279.85,6291.6,5630.1265,6490.440917394119,6356.980252394926,133.4606649991938,66.22087037982597,6842.471785646555,6279.85,5717.228214353446,80.46181172291297,10.685598377281956,1.7228734419355063,90.56,BUY,19.74686047661427,41.657308628111565,2.494943068921724,3.175068590696798,-5.26388888888889,30.0,28.587096774193544,14.5,14.468749999999998,3.0,45.0,100.0,96.04166666666669,96.45833333333331,2026-04-30 14:35:44
2026-04-30,GPIL,Capital Goods,296.3,292.69,273.6572,249.01835,296.16665084147587,287.92962698384946,8.237023857626411,8.816268987765858,311.62508578497204,292.69,273.75491421502795,57.6005453306067,10.230654761904766,2.0741771294983145,90.38,BUY,3.2715955670259644,35.5822412676267,2.514843228603365,3.629284991080469,-5.259792166266985,30.0,26.802419354838708,16.642528735632183,13.9375,3.0,85.0,81.42528735632183,92.5,92.91666666666669,2026-04-30 14:35:44
2026-04-30,ANURAS,Chemicals,1343.8,1295.255,1274.51,1202.9275,1313.3418569506734,1295.567273561876,17.77458338879751,14.8655870627065,1361.4947074427914,1295.255,1229.0152925572083,64.75445458496304,9.172150459013718,1.6344563685195916,90.26,BUY,13.088909257561877,24.50050454086781,1.9409721789453844,2.8979652584355664,-4.491826581378822,30.0,27.14435483870968,13.961538461538462,14.15625,5.0,45.0,94.6153846153846,91.45833333333331,94.375,2026-04-30 14:35:44
2026-04-30,GRAPHITE,Capital Goods,707.1,685.155,665.3589999999999,595.734,711.4014438961651,686.2165247219116,25.184919174253537,21.231186887768747,774.0853269567338,685.155,596.2246730432662,69.22001677383284,14.658667099075728,2.346775225877321,90.06,BUY,15.050768263096415,19.240081951946376,2.9455871127229614,4.272481160474372,-6.960526315789473,30.0,26.868548387096773,17.102298850574712,13.09375,3.0,85.0,86.02298850574712,90.0,87.29166666666667,2026-04-30 14:35:44
2026-04-30,MAHABANK,Financial Services,78.37,73.2065,69.6872,61.14085,76.50384875987129,73.17841847443586,3.3254302854354307,2.8290453845094703,84.02208188813415,73.2065,62.39091811186586,69.16360294117646,27.784118702103378,2.7087923019084084,89.94,BUY,9.458312107318712,26.21891521441157,3.027211551905473,3.7888040248637407,-4.601339013998784,30.0,26.93790322580645,16.81290322580645,13.1875,3.0,80.0,88.12903225806451,91.25,87.91666666666667,2026-04-30 14:35:44
2026-04-30,IPCALAB,Healthcare,1530.9,1488.53,1508.372,1429.037,1516.4031943981977,1507.7611416850816,8.642052713116072,0.7038074752818149,1564.228907730415,1488.53,1412.8310922695853,73.73974208675264,-4.390457157132143,1.698440364475785,89.89,BUY,25.00985260502877,8.207682336085153,1.6703046337651155,2.629638961208627,-5.732758620689649,30.0,25.726612903225803,17.418367346938776,13.749999999999998,3.0,95.0,79.18367346938774,87.91666666666667,91.66666666666666,2026-04-30 14:35:44
2026-04-30,ASTERDM,Healthcare,701.05,683.1175000000001,662.1610000000001,634.716,693.1468719954602,679.4644395402855,13.682432455174649,12.433020133429777,716.8805173726535,683.1175000000001,649.3544826273467,61.79735051915503,4.634328358208939,1.9954236225837176,89.88,BUY,-5.355624822895999,22.25475841874085,2.026100551696802,2.5981436009251437,-4.254302103250485,30.0,24.739516129032257,17.323979591836736,12.812499999999998,5.0,95.0,78.23979591836735,84.375,85.41666666666666,2026-04-30 14:35:44
2026-04-30,ONGC,Oil Gas & Consumable Fuels,299.55,287.78,278.571,252.40225,290.77620732191446,285.2923928686509,5.483814453263562,4.259992874887361,299.60171952939305,287.78,275.9582804706069,66.4167916041979,5.2344985069383565,1.4916451294664943,89.77,BUY,10.585974270473786,14.641782548589076,1.765637709479907,2.10792379044758,-2.585365853658528,30.0,25.774193548387093,15.405228758169937,13.59375,5.0,70.0,84.05228758169935,86.25,90.625,2026-04-30 14:35:44
2026-04-30,JINDALSTEL,Metals & Mining,1223.1,1225.4,1201.0359999999998,1075.18,1242.8715468214791,1221.8020941300515,21.069452691427387,23.5049782203343,1324.7304956617972,1225.4,1126.069504338203,55.76828669612173,9.882310663911609,1.761929171315202,89.75,BUY,12.219797659194608,18.49602010892335,2.2936904759415238,3.03853206722964,-6.361966008268272,30.0,26.452419354838717,16.77124183006536,13.531249999999998,3.0,100.0,67.71241830065358,88.95833333333333,90.20833333333331,2026-04-30 14:35:44
2026-04-30,CUB,Financial Services,270.09,258.7835,260.6224,247.59155,266.2156765527808,261.3926905272456,4.822986025535215,2.413403995792721,280.97924096177303,258.7835,236.58775903822692,62.78293673824723,12.607879924953092,2.044534754170768,89.66,BUY,13.68015414258188,29.34638523503621,2.7987525456769866,3.745841333312177,-16.664609688367804,26.0,27.67016129032257,17.14193548387097,13.84375,5.0,80.0,91.41935483870968,92.70833333333334,92.29166666666669,2026-04-30 14:35:44
2026-04-30,OIL,Oil Gas & Consumable Fuels,490.8,474.64,474.02,438.19075,480.18333087864994,476.3285043391925,3.854826539457463,1.08746022851804,494.6277225473975,474.64,454.6522774526025,63.21687541199738,3.228520349142916,1.988841645825256,89.26,BUY,13.94517282479142,11.760579845686236,1.994144172530572,2.4864652462451957,-6.335877862595418,30.0,25.75967741935484,15.496732026143793,13.0,5.0,70.0,84.9673202614379,85.625,86.66666666666667,2026-04-30 14:35:44
2026-04-30,ABSLAMC,Financial Services,1015.2,1011.09,955.128,847.1435,1031.967474532372,1001.8855180646782,30.081956467693885,33.65465429132422,1119.3288421379782,1011.09,902.851157862022,59.4616151545364,15.586929295229424,2.3039222262764647,89.25,BUY,8.71057067180352,23.50567637806047,2.9690505151412308,4.610280873578748,-7.646122356151919,30.0,26.55322580645161,16.569892473118284,13.125,3.0,80.0,85.69892473118281,90.20833333333331,87.5,2026-04-30 14:35:44
2026-04-30,SAIL,Metals & Mining,184.62,171.241,161.51760000000002,142.19675,177.91701076417357,170.3493524133872,7.56765835078636,6.150685207364971,190.6727980314948,171.241,151.80920196850516,88.7431693989071,21.925769383172657,1.3363970114058477,89.16,BUY,13.139193573304484,14.617732216918377,2.3619331838512765,2.870761564294227,-2.3691168693812714,30.0,26.08548387096774,16.640522875816995,13.437500000000002,3.0,100.0,66.40522875816994,86.875,89.58333333333334,2026-04-30 14:35:44
2026-04-30,ATHERENERG,Automobile and Auto Components,934.85,862.3525,778.2109999999999,631.29325,899.5494985477274,852.0197337137785,47.52976483394889,44.02675065450867,987.6561584293994,862.3525,737.0488415706005,69.06187624750498,23.98541114058357,3.1376782799974983,88.65,BUY,12.749539855585446,149.3268628678773,2.8941276284058075,5.270899074717871,,26.0,28.875,18.77142857142857,12.0,3.0,90.0,97.71428571428572,100.0,100.0,2026-04-30 14:35:44
2026-04-30,COALINDIA,Oil Gas & Consumable Fuels,481.45,450.8850000000001,444.821,406.37,458.8162435259956,452.26518925115226,6.551054274843295,2.596814090887916,478.897292414505,450.8850000000001,422.8727075854951,66.99813548788066,6.882006882006886,1.746960522195171,88.37,BUY,12.942519984773517,10.516513533647888,1.8460450510911497,2.5087904099224074,-1.9949109414758248,30.0,25.416129032258063,14.92156862745098,13.03125,5.0,70.0,79.2156862745098,84.58333333333333,86.875,2026-04-30 14:35:44
2026-04-30,TORNTPHARM,Healthcare,4185.1,4130.56,4235.835999999999,3839.818,4171.154791500914,4175.279578431319,-4.124786930405207,-15.851809082072766,4268.2732551048775,4130.56,3992.846744895121,57.80227351016191,-0.8317141367707559,1.4320962668256976,88.18,BUY,19.10426090355728,33.82694359038716,1.35676421010702,2.075048556614111,-6.643021258560289,22.0,28.1,18.428571428571427,14.656249999999998,5.0,95.0,89.28571428571428,94.16666666666669,97.70833333333331,2026-04-30 14:35:44
2026-04-30,USHAMART,Capital Goods,451.8,437.17,420.963,420.8575,447.0868012982851,435.9469674606022,11.139833837682886,9.566801088550903,473.3388059841041,437.17,401.0011940158958,62.59445843828714,15.41703921318176,1.813331511359596,87.77,BUY,-9.009812667261375,28.64575122181934,2.324305810243136,3.182508062986151,-9.112854556427283,30.0,24.23145161290323,15.472413793103447,13.062499999999998,5.0,85.0,69.72413793103448,86.45833333333334,87.08333333333333,2026-04-30 14:35:44
2026-04-30,NTPC,Power,399.15,388.8325,381.4189999999999,347.8525,398.1421090323364,390.3003889137439,7.841720118592548,7.033118937476701,419.9518504701505,388.8325,357.7131495298495,68.01405975395431,7.689194658033194,1.2497964391004592,87.72,BUY,10.615429917550046,9.359534206695772,1.4650482509409302,2.381847139457061,-3.6800193050193,30.0,24.93387096774194,16.441176470588236,13.343749999999998,3.0,75.0,89.41176470588235,83.125,88.95833333333333,2026-04-30 14:35:44
2026-04-30,BSE,Financial Services,3640.5,3342.92,3015.946,2662.5125,3486.264194305493,3301.7827402277867,184.48145407770653,169.01228443236366,3852.131103364308,3342.92,2833.7088966356914,79.72993946919134,35.66238121855785,2.488830424538745,87.69,BUY,12.315151515151523,13.46122448979592,3.1207072047029856,2.415680734592974,-0.9522513943681088,30.0,25.780645161290323,16.255913978494625,12.65625,3.0,80.0,82.55913978494624,86.04166666666667,84.375,2026-04-30 14:35:44
2026-04-30,ADANIPOWER,Power,221.85,192.3345,164.0282,145.2898,207.8210850812371,190.094955646245,17.72612943499209,15.59026034552933,238.82136763060265,192.3345,145.84763236939733,89.20202659911337,47.47723193511932,1.990293113654023,87.19,BUY,-8.2279990460291,37.77300393841748,2.651966450863016,4.085128304195241,-1.940417256011317,30.0,24.88225806451613,15.61764705882353,13.6875,3.0,75.0,81.1764705882353,91.04166666666669,91.25,2026-04-30 14:35:44
2026-04-30,POLYCAB,Capital Goods,8110.5,7760.225,7722.37,7421.71,7991.481925054324,7806.461815416683,185.02010963764133,143.61048620523533,8630.477139808983,7760.225,6889.972860191018,64.09969196303555,18.513918316650837,2.0236207016099503,87.19,BUY,-5.936376946625844,18.783091016051777,2.484591543494759,2.860489488934098,-7.011006649850948,30.0,24.216129032258063,15.532183908045978,12.4375,5.0,85.0,70.32183908045977,82.08333333333333,82.91666666666667,2026-04-30 14:35:44
2026-04-30,J&KBANK,Financial Services,129.02,125.7455,119.2052,108.04305,128.67745076265072,125.03752841826486,3.639922344385866,3.673113210166353,138.75017199448885,125.7455,112.74082800551112,60.37315510999725,17.280247250249992,2.612843504000553,87.04,BUY,8.205565019875083,13.77251467807743,3.119195207872882,3.872600039860926,-4.908608490566035,30.0,25.41935483870968,16.150537634408604,12.46875,3.0,80.0,81.50537634408602,85.0,83.125,2026-04-30 14:35:44
2026-04-30,GMDCLTD,Metals & Mining,736.15,659.7524999999999,597.987,543.609,693.3191075302173,654.575810005642,38.74329752457527,33.463369839291694,779.1718781110145,659.7524999999999,540.3331218889854,71.99599465954606,30.0273779033825,4.92936965499275,86.89,BUY,-3.194942764394315,56.64915675974567,3.720710628329993,5.500140693375768,-4.6314289415727465,30.0,26.637903225806447,16.84967320261438,10.40625,3.0,100.0,68.49673202614379,95.83333333333334,89.375,2026-04-30 14:35:44
2026-04-30,NATCOPHARM,Healthcare,1095.75,1081.035,1003.319,908.69725,1084.0916104472324,1056.780775617873,27.310834829359464,31.28422408420365,1144.0231116602693,1081.035,1018.0468883397303,43.34682218519399,12.47690412646274,2.1674399023304027,86.86,BUY,18.64468420414596,11.272809959638463,2.434610930259438,3.105179101072326,-3.445389258492304,30.0,25.829838709677414,17.096938775510207,12.9375,1.0,95.0,75.96938775510205,87.08333333333333,86.25,2026-04-30 14:35:44
2026-04-30,KEI,Capital Goods,4857.5,4619.385,4566.712,4218.1410000000005,4794.615705825058,4650.080011387878,144.5356944371806,114.67651876360708,5224.528094952296,4619.385,4014.241905047705,73.10677574994754,20.29470034670629,2.1964870442251816,86.56,BUY,-0.0412051288266157,17.949891316782974,2.576201047370877,3.4435703257113426,-8.400905148029414,30.0,25.036290322580644,15.895402298850575,12.625,3.0,85.0,73.95402298850574,83.95833333333333,84.16666666666667,2026-04-30 14:35:44
